datetime,u_component_of_wind_10m,v_component_of_wind_10m
2015-01-01,2.57798171043396,-1.7524856328964233
2015-01-02,2.033567190170288,-0.9063134789466858
2015-01-03,2.5039427280426025,0.43197235465049744
2015-01-04,3.7241878509521484,-0.3580423891544342
2015-01-05,1.6916776895523071,-2.265120267868042
2015-01-06,0.9314318299293518,0.6295903921127319
2015-01-07,0.029840001836419106,0.17887873947620392
2015-01-08,0.6167358756065369,0.018868470564484596
2015-01-09,2.1203927993774414,0.22374452650547028
2015-01-10,2.8813743591308594,0.4234353005886078
2015-01-11,2.491556167602539,0.2178533524274826
2015-01-12,2.1147143840789795,-1.3102951049804688
2015-01-13,0.8346297740936279,1.8138751983642578
2015-01-14,1.0508521795272827,0.47307121753692627
2015-01-15,0.04627741873264313,1.8792842626571655
2015-01-16,1.5115667581558228,2.5532023906707764
2015-01-17,0.7755464911460876,-1.2419439554214478
2015-01-18,1.506562352180481,-1.5322442054748535
2015-01-19,0.6033086776733398,2.513202428817749
2015-01-20,0.8444380164146423,0.6350840330123901
2015-01-21,0.7180135250091553,1.1067980527877808
2015-01-22,1.8635250329971313,1.2851804494857788
2015-01-23,5.069820880889893,-1.3638029098510742
2015-01-24,5.848825454711914,-1.7446060180664062
2015-01-25,3.8310985565185547,0.506418764591217
2015-01-26,3.52087664604187,-1.7992969751358032
2015-01-27,4.6116719245910645,-1.4096883535385132
2015-01-28,4.095317363739014,-1.7864810228347778
2015-01-29,3.053507089614868,-0.09860900044441223
2015-01-30,4.613097667694092,1.9422950744628906
2015-01-31,5.5565924644470215,1.475874423980713
2015-02-01,5.521625518798828,-0.4819479286670685
2015-02-02,3.9265244007110596,0.5767436623573303
2015-02-03,3.1751558780670166,2.6493136882781982
2015-02-04,1.392619252204895,2.9985969066619873
2015-02-05,3.2708470821380615,0.29041439294815063
2015-02-06,3.553936004638672,0.6330832839012146
2015-02-07,1.625710368156433,0.32431235909461975
2015-02-08,3.713721513748169,-0.3153270184993744
2015-02-09,2.508888006210327,-2.527630090713501
2015-02-10,1.5131205320358276,-0.1626928299665451
2015-02-11,-0.3247823417186737,0.9584579467773438
2015-02-12,-1.076467514038086,0.6571943759918213
2015-02-13,0.11396040767431259,0.02414684183895588
2015-02-14,1.615702748298645,-0.08282708376646042
2015-02-15,0.6824872493743896,1.112794280052185
2015-02-16,2.472097396850586,0.37367549538612366
2015-02-17,1.5271202325820923,-0.10045766830444336
2015-02-18,-0.5009329319000244,-0.7655155658721924
2015-02-19,-1.9537553787231445,0.17842800915241241
2015-02-20,-2.732337713241577,2.4562222957611084
2015-02-21,-0.09716161340475082,1.379327416419983
2015-02-22,4.225935459136963,-2.058861017227173
2015-02-23,5.109155178070068,-3.0330162048339844
2015-02-24,4.7953338623046875,-0.8278787732124329
2015-02-25,6.737600326538086,-1.1485174894332886
2015-02-26,3.7091598510742188,-2.8175296783447266
2015-02-27,2.9193332195281982,-1.1324714422225952
2015-02-28,1.8588536977767944,-1.648231863975525
2015-03-01,2.4141619205474854,-0.5062430500984192
2015-03-02,1.6077362298965454,0.7085504531860352
2015-03-03,0.6339066028594971,0.5378004312515259
2015-03-04,1.4928566217422485,0.13036109507083893
2015-03-05,6.377826690673828,-3.097837448120117
2015-03-06,3.2881925106048584,-3.6409599781036377
2015-03-07,2.2850401401519775,-4.202430725097656
2015-03-08,1.6120370626449585,-2.2029612064361572
2015-03-09,1.71306574344635,-1.9738775491714478
2015-03-10,1.5216560363769531,-0.7197930812835693
2015-03-11,2.004899501800537,-0.2260691374540329
2015-03-12,2.3756778240203857,-0.8390219211578369
2015-03-13,0.17840337753295898,-0.6316197514533997
2015-03-14,-0.42663857340812683,2.1142256259918213
2015-03-15,-1.133651614189148,-2.045297861099243
2015-03-16,0.9285917282104492,-1.4939087629318237
2015-03-17,0.9002915024757385,-0.4959975481033325
2015-03-18,-1.0610854625701904,0.8673898577690125
2015-03-19,-1.718274474143982,2.026336431503296
2015-03-20,-3.546992540359497,3.657705545425415
2015-03-21,-2.633617639541626,3.706369400024414
2015-03-22,1.5270872116088867,0.06500355154275894
2015-03-23,-1.0965486764907837,2.087555170059204
2015-03-24,-1.507520079612732,2.3382623195648193
2015-03-25,1.7285022735595703,1.4486175775527954
2015-03-26,2.6376752853393555,-2.5806877613067627
2015-03-27,6.185552597045898,-3.7718076705932617
2015-03-28,5.2383317947387695,-4.288750648498535
2015-03-29,4.450911998748779,-3.1534290313720703
2015-03-30,3.980513334274292,-0.6357085108757019
2015-03-31,3.421144723892212,-1.7465986013412476
2015-04-01,3.2357664108276367,-2.1339499950408936
2015-04-02,3.949639320373535,-1.6410878896713257
2015-04-03,2.425016164779663,-0.905808687210083
2015-04-04,0.9311680793762207,-0.026094241067767143
2015-04-05,1.437875747680664,-1.3744686841964722
2015-04-06,0.6650179028511047,-1.6257610321044922
2015-04-07,-1.543163776397705,-2.804455041885376
2015-04-08,0.7547990679740906,-2.573730707168579
2015-04-09,-0.7580178380012512,0.058122534304857254
2015-04-10,-0.6177439093589783,2.1689774990081787
2015-04-11,-0.1001349687576294,1.190963864326477
2015-04-12,-0.5927135348320007,0.12406560778617859
2015-04-13,-0.6235851645469666,-0.7779855132102966
2015-04-14,-0.9396159052848816,0.12637273967266083
2015-04-15,-1.0110725164413452,0.9964668154716492
2015-04-16,0.7825525403022766,2.4989473819732666
2015-04-17,0.0830654501914978,-1.133233666419983
2015-04-18,-0.8945541381835938,1.428572177886963
2015-04-19,1.4196864366531372,-1.4788017272949219
2015-04-20,0.05894407629966736,-1.4039772748947144
2015-04-21,-0.41921699047088623,-1.2611899375915527
2015-04-22,-1.6204560995101929,1.5910767316818237
2015-04-23,0.4280143976211548,-0.21763242781162262
2015-04-24,-0.28199517726898193,-1.596923828125
2015-04-25,-1.4341715574264526,0.06955809146165848
2015-04-26,-0.9503539204597473,1.7835744619369507
