datetime,maximum_2m_air_temperature,minimum_2m_air_temperature
2015-01-01,276.4339599609375,270.7899169921875
2015-01-02,280.3426818847656,274.840087890625
2015-01-03,285.39251708984375,277.38226318359375
2015-01-04,287.7009582519531,279.4703369140625
2015-01-05,286.04840087890625,276.63525390625
2015-01-06,286.7030944824219,273.3773498535156
2015-01-07,286.6822204589844,274.12066650390625
2015-01-08,286.49359130859375,276.29632568359375
2015-01-09,284.845703125,275.5987548828125
2015-01-10,290.083740234375,278.7124328613281
2015-01-11,291.8834228515625,279.3694763183594
2015-01-12,286.3606262207031,277.30487060546875
2015-01-13,291.28668212890625,275.5694274902344
2015-01-14,291.6353454589844,280.54150390625
2015-01-15,292.61322021484375,276.24078369140625
2015-01-16,291.5391845703125,280.3284912109375
2015-01-17,284.31842041015625,277.90216064453125
2015-01-18,280.9836120605469,276.3280334472656
2015-01-19,284.0826110839844,275.48321533203125
2015-01-20,285.9783630371094,276.3831481933594
2015-01-21,286.5345458984375,276.1653137207031
2015-01-22,284.02825927734375,276.56866455078125
2015-01-23,280.2340087890625,276.80029296875
2015-01-24,280.9558410644531,277.9906005859375
2015-01-25,280.5755615234375,277.1185607910156
2015-01-26,280.4195861816406,276.69061279296875
2015-01-27,281.9139709472656,277.50836181640625
2015-01-28,280.2361755371094,278.4588623046875
2015-01-29,284.3517761230469,278.46600341796875
2015-01-30,288.17547607421875,280.98162841796875
2015-01-31,292.36285400390625,280.8783264160156
2015-02-01,281.7961120605469,276.40032958984375
2015-02-02,281.0240173339844,275.3800354003906
2015-02-03,287.02197265625,276.8269958496094
2015-02-04,290.1275939941406,279.0050354003906
2015-02-05,282.1346435546875,276.78631591796875
2015-02-06,282.1642150878906,275.4421691894531
2015-02-07,282.8035888671875,273.0721130371094
2015-02-08,282.8218078613281,273.932373046875
2015-02-09,280.19903564453125,273.6467590332031
2015-02-10,284.5174255371094,272.0138244628906
2015-02-11,288.0947570800781,275.150146484375
2015-02-12,289.3207092285156,276.2880859375
2015-02-13,285.8189697265625,278.9714660644531
2015-02-14,284.196533203125,277.7790832519531
2015-02-15,287.1400451660156,278.2066650390625
2015-02-16,284.08221435546875,278.0570373535156
2015-02-17,282.5981140136719,278.584228515625
2015-02-18,284.619140625,278.7866516113281
2015-02-19,282.8316345214844,277.88995361328125
2015-02-20,282.57177734375,277.720947265625
2015-02-21,286.67742919921875,280.4102478027344
2015-02-22,280.6783142089844,277.0387268066406
2015-02-23,283.3730773925781,277.13018798828125
2015-02-24,284.03704833984375,278.07476806640625
2015-02-25,280.56353759765625,277.3885498046875
2015-02-26,281.30279541015625,278.7052001953125
2015-02-27,284.9299011230469,278.64459228515625
2015-02-28,281.4726867675781,277.6575927734375
2015-03-01,282.893310546875,276.8426208496094
2015-03-02,291.43206787109375,278.2984924316406
2015-03-03,294.960205078125,281.5168762207031
2015-03-04,296.8255920410156,282.2273864746094
2015-03-05,285.718505859375,277.7441101074219
2015-03-06,281.20391845703125,276.01898193359375
2015-03-07,281.8178405761719,276.89215087890625
2015-03-08,280.73858642578125,276.1976318359375
2015-03-09,282.03143310546875,278.0506591796875
2015-03-10,283.9430847167969,277.1747741699219
2015-03-11,286.99267578125,276.9185485839844
2015-03-12,289.99176025390625,279.84063720703125
2015-03-13,288.1844787597656,278.1435241699219
2015-03-14,291.7773742675781,276.0118103027344
2015-03-15,286.35601806640625,281.1806640625
2015-03-16,287.386474609375,281.28448486328125
2015-03-17,287.0419006347656,278.7394714355469
2015-03-18,292.3222351074219,277.0432434082031
2015-03-19,293.5942687988281,281.3702087402344
2015-03-20,288.61181640625,282.04949951171875
2015-03-21,289.3438415527344,284.04852294921875
2015-03-22,291.58636474609375,282.16168212890625
2015-03-23,293.78125,279.28955078125
