datetime,maximum_2m_air_temperature,minimum_2m_air_temperature
2015-01-01,278.7415771484375,272.13189697265625
2015-01-02,281.7221984863281,276.3739013671875
2015-01-03,286.8689880371094,278.0225524902344
2015-01-04,289.1021728515625,282.3702392578125
2015-01-05,287.2674255371094,276.85101318359375
2015-01-06,288.08831787109375,274.0214538574219
2015-01-07,287.7075500488281,275.05120849609375
2015-01-08,287.8846435546875,275.7605895996094
2015-01-09,286.1207275390625,276.78314208984375
2015-01-10,290.9998474121094,281.4491271972656
2015-01-11,293.65130615234375,280.9019775390625
2015-01-12,287.7711181640625,278.1014404296875
2015-01-13,291.8740234375,276.9182434082031
2015-01-14,293.0971984863281,279.5535583496094
2015-01-15,292.8446044921875,276.3758850097656
2015-01-16,293.03033447265625,281.3557434082031
2015-01-17,286.5943908691406,278.4614562988281
2015-01-18,281.7563171386719,276.9447326660156
2015-01-19,285.2982482910156,276.2371826171875
2015-01-20,287.66778564453125,277.5447082519531
2015-01-21,288.227294921875,277.41253662109375
2015-01-22,285.794189453125,277.4658203125
2015-01-23,281.9667053222656,278.0419921875
2015-01-24,282.7499084472656,279.1268005371094
2015-01-25,282.55078125,277.9029541015625
2015-01-26,280.9566955566406,277.75714111328125
2015-01-27,283.361083984375,278.51446533203125
2015-01-28,281.2127380371094,279.31427001953125
2015-01-29,285.35833740234375,279.1891784667969
2015-01-30,289.625244140625,280.7543640136719
2015-01-31,293.91107177734375,282.4059753417969
2015-02-01,283.11456298828125,277.8639831542969
2015-02-02,282.47564697265625,276.7749938964844
2015-02-03,288.9458312988281,276.9823913574219
2015-02-04,291.19720458984375,279.2665100097656
2015-02-05,283.7645263671875,277.79644775390625
2015-02-06,283.990478515625,276.2781677246094
2015-02-07,284.1778564453125,273.4862365722656
2015-02-08,284.2254638671875,274.9493408203125
2015-02-09,281.31390380859375,275.73193359375
2015-02-10,285.2629089355469,274.5979919433594
2015-02-11,289.0799255371094,273.5798034667969
2015-02-12,289.6269836425781,277.17340087890625
2015-02-13,286.88690185546875,280.3087158203125
2015-02-14,285.7424621582031,278.6539001464844
2015-02-15,288.7116394042969,278.7043762207031
2015-02-16,285.74884033203125,277.9244384765625
2015-02-17,283.99798583984375,278.13665771484375
2015-02-18,285.64886474609375,278.0433044433594
2015-02-19,283.0343933105469,278.71484375
2015-02-20,283.9486389160156,278.315673828125
2015-02-21,286.69464111328125,280.9233703613281
2015-02-22,282.8167419433594,278.4404296875
2015-02-23,284.3094482421875,278.7745056152344
2015-02-24,285.7882995605469,279.3870544433594
2015-02-25,282.2673645019531,278.3357849121094
2015-02-26,282.6463623046875,280.1080017089844
2015-02-27,285.7314453125,279.8446044921875
2015-02-28,283.60333251953125,279.3250732421875
2015-03-01,283.9649353027344,277.9314880371094
2015-03-02,292.5096130371094,278.45379638671875
2015-03-03,295.94110107421875,281.8171081542969
2015-03-04,298.0343017578125,283.03369140625
2015-03-05,286.9388122558594,278.8382263183594
2015-03-06,282.3167724609375,278.0518798828125
2015-03-07,282.72735595703125,278.47393798828125
2015-03-08,281.77374267578125,276.92901611328125
2015-03-09,282.87774658203125,278.7885437011719
2015-03-10,285.1789245605469,278.09686279296875
2015-03-11,287.9588317871094,278.42779541015625
2015-03-12,290.87017822265625,279.7218933105469
2015-03-13,288.9246826171875,279.8269348144531
2015-03-14,291.6893005371094,277.2826232910156
2015-03-15,286.796630859375,281.39385986328125
2015-03-16,288.28424072265625,282.5042724609375
2015-03-17,287.915771484375,279.4344177246094
2015-03-18,291.6740417480469,277.67193603515625
2015-03-19,291.7024841308594,281.584716796875
2015-03-20,289.04931640625,282.77978515625
2015-03-21,287.91973876953125,283.9760437011719
2015-03-22,293.29815673828125,281.98028564453125
2015-03-23,293.57684326171875,279.8861083984375
2015-03-24,287.38592529296875,284.20074462890625
2015-03-25,293.9657287597656,282.4716491699219
2015-03-26,285.9188537597656,281.4112548828125
2015-03-27,285.4135437011719,281.09222412109375
2015-03-28,288.0166320800781,282.8601989746094
2015-03-29,289.4272766113281,283.273681640625
2015-03-30,294.08221435546875,283.83563232421875
2015-03-31,294.590576171875,287.3189392089844
2015-04-01,290.7432861328125,284.156005859375
2015-04-02,289.4040222167969,282.79559326171875
2015-04-03,291.5119323730469,281.7546691894531
2015-04-04,296.1934814453125,281.3412170410156
2015-04-05,291.2762756347656,280.031005859375
2015-04-06,288.6979064941406,280.037353515625
2015-04-07,286.62274169921875,277.33740234375
2015-04-08,287.06396484375,277.2242431640625
