datetime,maximum_2m_air_temperature,minimum_2m_air_temperature
2015-01-01,282.1058044433594,273.512451171875
2015-01-02,283.9658203125,277.9833068847656
2015-01-03,287.64501953125,278.74920654296875
2015-01-04,289.4509582519531,282.565185546875
2015-01-05,289.2601013183594,278.73577880859375
2015-01-06,288.86920166015625,275.0981140136719
2015-01-07,287.83551025390625,277.9455261230469
2015-01-08,288.3616943359375,276.8088684082031
2015-01-09,287.4996032714844,279.89178466796875
2015-01-10,290.4748840332031,282.8814392089844
2015-01-11,293.05303955078125,280.9019775390625
2015-01-12,288.5480041503906,278.9443359375
2015-01-13,292.5691833496094,276.83807373046875
2015-01-14,293.7272644042969,280.4433898925781
2015-01-15,293.8103942871094,276.8127746582031
2015-01-16,295.05120849609375,283.0942077636719
2015-01-17,288.05303955078125,280.552490234375
2015-01-18,283.35968017578125,279.3579406738281
2015-01-19,287.2048645019531,277.75860595703125
2015-01-20,288.5594787597656,278.3409729003906
2015-01-21,289.2201232910156,278.2619934082031
2015-01-22,286.912109375,278.51593017578125
2015-01-23,283.2923889160156,279.3423156738281
2015-01-24,283.8050842285156,280.9653625488281
2015-01-25,283.3272399902344,278.7774963378906
2015-01-26,282.80657958984375,278.6712951660156
2015-01-27,283.84149169921875,280.3894348144531
2015-01-28,283.7287292480469,280.94976806640625
2015-01-29,286.3132019042969,280.8879089355469
2015-01-30,289.99066162109375,282.0422058105469
2015-01-31,293.7276306152344,282.5776672363281
2015-02-01,283.4659423828125,278.9588317871094
2015-02-02,283.18804931640625,278.0731201171875
2015-02-03,289.6591491699219,278.09674072265625
2015-02-04,292.7555847167969,279.7136535644531
2015-02-05,284.8126220703125,279.4992370605469
2015-02-06,285.0825500488281,277.8160095214844
2015-02-07,284.8758544921875,274.053955078125
2015-02-08,284.62738037109375,276.9833068847656
2015-02-09,282.61328125,277.03900146484375
2015-02-10,285.80462646484375,275.1736755371094
2015-02-11,289.597900390625,274.76165771484375
2015-02-12,290.1214904785156,276.1445007324219
2015-02-13,286.7381591796875,281.0321350097656
2015-02-14,287.04364013671875,280.3482666015625
2015-02-15,289.6457824707031,279.96038818359375
2015-02-16,284.8684997558594,280.43902587890625
2015-02-17,285.5930480957031,281.07763671875
2015-02-18,287.30145263671875,280.7584533691406
2015-02-19,285.7302551269531,280.9805908203125
2015-02-20,286.8247375488281,278.46746826171875
2015-02-21,289.3088684082031,282.2860107421875
2015-02-22,284.3537292480469,281.027099609375
2015-02-23,286.2881774902344,281.585205078125
2015-02-24,286.3751220703125,280.542236328125
2015-02-25,282.9819030761719,280.55450439453125
2015-02-26,284.5789794921875,282.1453552246094
2015-02-27,285.9407653808594,281.3019714355469
2015-02-28,285.6968994140625,280.8566589355469
2015-03-01,285.6429138183594,279.6533203125
2015-03-02,293.167236328125,280.5487060546875
2015-03-03,295.7917785644531,282.78228759765625
2015-03-04,298.5411071777344,282.3686828613281
2015-03-05,286.7803039550781,281.0649719238281
2015-03-06,284.2133483886719,280.4515686035156
2015-03-07,284.0544738769531,280.01776123046875
2015-03-08,282.96484375,278.0815124511719
2015-03-09,284.7629699707031,279.7756652832031
2015-03-10,286.63568115234375,279.2046203613281
2015-03-11,288.4764099121094,281.19573974609375
2015-03-12,291.030029296875,280.99609375
2015-03-13,289.3016662597656,279.8772888183594
2015-03-14,292.8421325683594,277.43048095703125
2015-03-15,286.7950744628906,283.0094909667969
