datetime,dewpoint_2m_temperature
2015-01-01,275.7861633300781
2015-01-02,277.4971008300781
2015-01-03,279.0705871582031
2015-01-04,278.66424560546875
2015-01-05,280.3253173828125
2015-01-06,277.4739074707031
2015-01-07,279.2242431640625
2015-01-08,278.7961730957031
2015-01-09,280.5444641113281
2015-01-10,278.0085144042969
2015-01-11,275.6040954589844
2015-01-12,280.2671813964844
2015-01-13,277.43304443359375
2015-01-14,277.9704284667969
2015-01-15,277.6276550292969
2015-01-16,280.0547180175781
2015-01-17,280.44219970703125
2015-01-18,280.5332946777344
2015-01-19,276.8385009765625
2015-01-20,275.3650207519531
2015-01-21,277.0104675292969
2015-01-22,277.207275390625
2015-01-23,278.4639587402344
2015-01-24,279.3435974121094
2015-01-25,277.419677734375
2015-01-26,278.93878173828125
2015-01-27,279.8006591796875
2015-01-28,279.0552062988281
2015-01-29,278.8512268066406
2015-01-30,279.72344970703125
2015-01-31,281.5653076171875
2015-02-01,275.8908386230469
2015-02-02,275.8475341796875
2015-02-03,275.6080627441406
2015-02-04,275.3523864746094
2015-02-05,274.12982177734375
2015-02-06,273.4714050292969
2015-02-07,273.4056091308594
2015-02-08,275.9420471191406
2015-02-09,275.67755126953125
2015-02-10,275.8265380859375
2015-02-11,276.15423583984375
2015-02-12,279.0810852050781
2015-02-13,281.34039306640625
2015-02-14,280.34722900390625
2015-02-15,279.6249694824219
2015-02-16,279.4338684082031
2015-02-17,279.2471923828125
2015-02-18,280.2893371582031
2015-02-19,281.4974670410156
2015-02-20,278.6534423828125
2015-02-21,282.321533203125
2015-02-22,280.07647705078125
2015-02-23,279.4602355957031
2015-02-24,279.4511413574219
2015-02-25,278.6874084472656
2015-02-26,281.4615173339844
2015-02-27,280.1670227050781
2015-02-28,280.6236267089844
2015-03-01,279.0391845703125
2015-03-02,281.4634704589844
2015-03-03,283.2945251464844
2015-03-04,284.25079345703125
2015-03-05,277.9433288574219
2015-03-06,275.13140869140625
2015-03-07,275.5826416015625
2015-03-08,278.4455261230469
2015-03-09,280.1929016113281
2015-03-10,279.6178283691406
2015-03-11,279.7174987792969
2015-03-12,279.5272521972656
2015-03-13,279.124267578125
2015-03-14,279.5682067871094
2015-03-15,281.8479309082031
2015-03-16,283.19122314453125
2015-03-17,280.3628845214844
2015-03-18,279.7294616699219
2015-03-19,281.908447265625
2015-03-20,282.9239196777344
2015-03-21,284.6976623535156
2015-03-22,283.46002197265625
2015-03-23,283.5014953613281
2015-03-24,284.6146545410156
2015-03-25,282.877685546875
2015-03-26,282.57513427734375
