datetime,u_component_of_wind_10m,v_component_of_wind_10m
2015-01-01,2.999498128890991,-2.8399388790130615
2015-01-02,2.4128990173339844,-1.7769312858581543
2015-01-03,2.710435628890991,-0.20962168276309967
2015-01-04,3.8183186054229736,-0.9519616961479187
2015-01-05,1.7975441217422485,-2.810657501220703
2015-01-06,0.9092211127281189,0.39450743794441223
2015-01-07,-0.137171670794487,0.22104261815547943
2015-01-08,0.43513333797454834,-0.2340126782655716
2015-01-09,2.142188549041748,-0.19755421578884125
2015-01-10,3.2865543365478516,-0.3373107612133026
2015-01-11,2.4904704093933105,-0.24351461231708527
2015-01-12,2.0459344387054443,-1.6966185569763184
2015-01-13,0.8524217009544373,1.7251933813095093
2015-01-14,0.9852073192596436,0.17480890452861786
2015-01-15,0.05902975797653198,1.9603508710861206
2015-01-16,1.4258776903152466,2.5613715648651123
2015-01-17,0.21757586300373077,-1.31633460521698
2015-01-18,1.2258962392807007,-2.0027880668640137
2015-01-19,0.6315920352935791,2.9224679470062256
2015-01-20,0.6867237091064453,0.4640991687774658
2015-01-21,0.894315242767334,1.1819801330566406
2015-01-22,2.083078145980835,1.3786697387695312
2015-01-23,5.210801124572754,-1.984157919883728
2015-01-24,5.91937780380249,-2.611004590988159
2015-01-25,4.297647476196289,0.04491478204727173
2015-01-26,4.036953926086426,-2.5974538326263428
2015-01-27,4.861668586730957,-2.2670133113861084
2015-01-28,4.594852924346924,-2.415236473083496
2015-01-29,3.2479188442230225,-0.6388298869132996
2015-01-30,5.137228488922119,1.4921660423278809
2015-01-31,6.394205570220947,1.075035810470581
2015-02-01,5.734443187713623,-0.910417377948761
2015-02-02,4.15210485458374,0.06676598638296127
2015-02-03,3.625377893447876,2.678955078125
2015-02-04,1.6126569509506226,3.3386662006378174
2015-02-05,3.623415946960449,0.13176372647285461
2015-02-06,3.7723779678344727,0.3485928773880005
2015-02-07,1.7062419652938843,0.0969320610165596
2015-02-08,3.605224847793579,-0.9169133305549622
2015-02-09,2.9440412521362305,-2.9792144298553467
2015-02-10,1.5233378410339355,-0.608468234539032
2015-02-11,-0.20129041373729706,1.0519462823867798
2015-02-12,-0.9247493743896484,1.1628867387771606
2015-02-13,0.13091622292995453,0.05772906169295311
2015-02-14,1.6185169219970703,-0.44184502959251404
2015-02-15,0.6610894799232483,1.0031473636627197
2015-02-16,2.5731451511383057,-0.1448330283164978
2015-02-17,1.9567536115646362,-0.6484309434890747
2015-02-18,-0.47639593482017517,-1.0686990022659302
2015-02-19,-1.929865837097168,0.24926619231700897
2015-02-20,-3.1721479892730713,2.959904909133911
2015-02-21,-0.2799493968486786,2.3848960399627686
2015-02-22,4.127751350402832,-2.4966037273406982
2015-02-23,5.109840393066406,-3.5702950954437256
2015-02-24,5.121309280395508,-1.5153533220291138
2015-02-25,6.876800537109375,-1.684749722480774
2015-02-26,4.070221900939941,-3.313783645629883
2015-02-27,3.2918403148651123,-1.6716400384902954
2015-02-28,1.860540747642517,-2.491773843765259
2015-03-01,2.5462310314178467,-1.1281739473342896
2015-03-02,1.6805750131607056,0.18874089419841766
2015-03-03,0.7654244303703308,0.3651740550994873
2015-03-04,1.1954857110977173,0.10183913260698318
2015-03-05,6.380804538726807,-3.92472767829895
2015-03-06,3.695039987564087,-4.079888820648193
2015-03-07,2.6336469650268555,-5.028844833374023
2015-03-08,1.8241432905197144,-2.820294141769409
2015-03-09,1.8226550817489624,-2.815098524093628
2015-03-10,1.4647175073623657,-1.170038104057312
2015-03-11,2.061750650405884,-0.633746862411499
2015-03-12,2.547625780105591,-1.2970126867294312
2015-03-13,0.5500645041465759,-0.935228168964386
2015-03-14,-0.25051596760749817,2.687988519668579
2015-03-15,-1.7406419515609741,-1.5924959182739258
2015-03-16,0.8546906113624573,-1.8244680166244507
2015-03-17,0.7640729546546936,-0.666342556476593
2015-03-18,-0.9876523017883301,1.4877017736434937
2015-03-19,-1.569514274597168,2.9096429347991943
2015-03-20,-3.7131450176239014,4.5693278312683105
2015-03-21,-2.89578914642334,4.381985187530518
2015-03-22,1.5013996362686157,0.13753248751163483
2015-03-23,-1.0021204948425293,2.6486103534698486
2015-03-24,-1.681707501411438,3.2941720485687256
2015-03-25,2.0333235263824463,1.8606246709823608
2015-03-26,2.4663994312286377,-3.1407220363616943
2015-03-27,5.930657863616943,-4.458437442779541
2015-03-28,4.973670482635498,-4.905886173248291
2015-03-29,4.365890026092529,-3.905332565307617
2015-03-30,4.254922866821289,-1.2657181024551392
2015-03-31,3.3656837940216064,-2.432365894317627
2015-04-01,3.0688133239746094,-2.6982460021972656
2015-04-02,3.7827303409576416,-2.151768684387207
2015-04-03,2.3260445594787598,-1.3040578365325928
2015-04-04,1.0992624759674072,0.20547793805599213
2015-04-05,1.1663545370101929,-1.520373821258545
2015-04-06,0.4606337249279022,-2.0070130825042725
2015-04-07,-1.399880290031433,-3.1954097747802734
2015-04-08,0.4825994670391083,-3.033909559249878
2015-04-09,-0.7663341164588928,-0.16139762103557587
2015-04-10,-0.33247676491737366,2.54923415184021
2015-04-11,-0.07840326428413391,1.6298030614852905
2015-04-12,-0.7167534828186035,0.5373513102531433
2015-04-13,-0.3665354251861572,-0.6438470482826233
2015-04-14,-0.7222999930381775,0.17916107177734375
2015-04-15,-0.6608098149299622,1.0990291833877563
2015-04-16,0.99104905128479,2.6839897632598877
2015-04-17,-0.4528692662715912,-0.6342788338661194
2015-04-18,-0.5363942384719849,2.1437559127807617
2015-04-19,1.25947904586792,-1.513315200805664
2015-04-20,-0.4488617181777954,-1.1851001977920532
2015-04-21,-0.38642144203186035,-1.352706789970398
2015-04-22,-1.248679280281067,2.2120156288146973
2015-04-23,0.47362184524536133,-0.09888952970504761
2015-04-24,-0.40359970927238464,-1.566832184791565
2015-04-25,-1.0813562870025635,0.6958723068237305
2015-04-26,-1.0399398803710938,3.010976791381836
2015-04-27,2.1847240924835205,-2.4668776988983154
2015-04-28,2.789738655090332,-1.5755939483642578
2015-04-29,0.2386680692434311,-0.0937587097287178
2015-04-30,-0.3551783859729767,-0.9197397828102112
2015-05-01,0.40692138671875,0.6924777030944824
2015-05-02,0.45901164412498474,-0.16033992171287537
2015-05-03,0.7240503430366516,0.1625732034444809
2015-05-04,0.3668406009674072,1.6037025451660156
2015-05-05,0.41347432136535645,1.1962167024612427
2015-05-06,0.665216326713562,0.22667653858661652
2015-05-07,0.0021209220867604017,-1.2293051481246948
2015-05-08,0.9565580487251282,-0.8982676863670349
2015-05-09,2.9812920093536377,-3.666951894760132
2015-05-10,2.2423598766326904,-3.1407649517059326
2015-05-11,-0.5750740766525269,-0.16725416481494904
2015-05-12,-1.9252371788024902,0.5293695330619812
2015-05-13,-0.8136608600616455,-0.3465311527252197
2015-05-14,0.32201555371284485,1.6070479154586792
2015-05-15,2.3188037872314453,-0.46454763412475586
2015-05-16,3.1825973987579346,-3.0459632873535156
2015-05-17,4.992043495178223,-3.8357412815093994
2015-05-18,3.066981554031372,-3.3992416858673096
2015-05-19,1.5921406745910645,1.1527749300003052
2015-05-20,0.5549244284629822,-0.6613128185272217
2015-05-21,1.804303526878357,-4.317394256591797
2015-05-22,3.671926259994507,-3.0909013748168945
2015-05-23,1.1019243001937866,-1.113956332206726
2015-05-24,-0.8858429789543152,-0.8544899821281433
2015-05-25,-2.5758168697357178,0.3932943642139435
2015-05-26,2.4191641807556152,-3.1563634872436523
2015-05-27,4.080458164215088,-2.673046112060547
2015-05-28,0.8311965465545654,-1.1791197061538696
2015-05-29,0.08974236249923706,1.8350881338119507
2015-05-30,-0.9415399432182312,-0.4878412187099457
2015-05-31,-0.46832191944122314,-1.4954315423965454
2015-06-01,-1.399506688117981,-0.763852596282959
2015-06-02,-1.2366081476211548,-1.3839441537857056
2015-06-03,-2.195087194442749,1.1971850395202637
2015-06-04,-2.5728158950805664,0.29737675189971924
2015-06-05,-1.313161849975586,-0.6813840866088867
2015-06-06,-0.6314912438392639,-1.2870374917984009
2015-06-07,-0.8606626391410828,1.0858732461929321
2015-06-08,0.27179431915283203,0.7038512825965881
2015-06-09,0.26139646768569946,0.8022051453590393
2015-06-10,0.22286546230316162,0.8775566220283508
2015-06-11,-0.6097707152366638,2.689892053604126
2015-06-12,-3.2128632068634033,4.227513313293457
2015-06-13,-0.7424144148826599,-1.6341322660446167
2015-06-14,-1.0238314867019653,-0.3489542305469513
2015-06-15,-1.2496216297149658,-0.9606571197509766
2015-06-16,-0.3260236084461212,-2.6233088970184326
2015-06-17,2.7228572368621826,-3.020885467529297
2015-06-18,2.38533353805542,-2.7289628982543945
2015-06-19,1.7820897102355957,-1.684736728668213
2015-06-20,2.5466508865356445,-2.3389101028442383
2015-06-21,2.8943870067596436,-2.744431257247925
2015-06-22,0.15086083114147186,0.29746541380882263
2015-06-23,1.46157968044281,0.3028077185153961
2015-06-24,-2.5270957946777344,-0.8076090216636658
2015-06-25,-1.7497555017471313,-2.5675530433654785
2015-06-26,1.1265654563903809,-2.7010936737060547
2015-06-27,1.2809559106826782,-1.4687447547912598
2015-06-28,1.0615103244781494,-1.6952837705612183
2015-06-29,0.12219398468732834,-1.3790202140808105
2015-06-30,-1.542453408241272,0.9245283007621765
2015-07-01,-1.874276041984558,1.8251495361328125
2015-07-02,-2.0651087760925293,2.293076276779175
2015-07-03,-2.2615554332733154,0.8382992744445801
2015-07-04,-1.9088125228881836,-0.35348930954933167
