datetime,dewpoint_2m_temperature
2015-01-01,273.17388916015625
2015-01-02,275.4377746582031
2015-01-03,276.5802917480469
2015-01-04,274.8753356933594
2015-01-05,278.8152160644531
2015-01-06,274.8844909667969
2015-01-07,275.93670654296875
2015-01-08,277.0079040527344
2015-01-09,277.39013671875
2015-01-10,272.6170959472656
2015-01-11,270.9393615722656
2015-01-12,278.7210388183594
2015-01-13,273.7159118652344
2015-01-14,275.3599853515625
2015-01-15,275.9790344238281
2015-01-16,278.158447265625
2015-01-17,278.4270324707031
2015-01-18,278.36712646484375
2015-01-19,274.66986083984375
2015-01-20,273.4103088378906
2015-01-21,274.176025390625
2015-01-22,275.3144836425781
2015-01-23,275.9278259277344
2015-01-24,276.0393981933594
2015-01-25,274.8362121582031
2015-01-26,276.8734130859375
2015-01-27,276.8366394042969
2015-01-28,277.6043395996094
2015-01-29,276.6625671386719
2015-01-30,277.869384765625
2015-01-31,279.9405822753906
2015-02-01,274.013671875
2015-02-02,273.5260009765625
2015-02-03,272.9526062011719
2015-02-04,272.1103515625
2015-02-05,270.18414306640625
2015-02-06,270.4017028808594
2015-02-07,270.56512451171875
2015-02-08,273.3476257324219
2015-02-09,273.8977966308594
2015-02-10,272.8518371582031
2015-02-11,273.44586181640625
2015-02-12,273.6692810058594
2015-02-13,278.07257080078125
2015-02-14,278.05938720703125
2015-02-15,277.3183898925781
2015-02-16,277.4339294433594
2015-02-17,277.0955505371094
2015-02-18,277.6260070800781
2015-02-19,279.40557861328125
2015-02-20,278.1669006347656
2015-02-21,280.1774597167969
2015-02-22,277.47686767578125
2015-02-23,276.3758544921875
2015-02-24,276.85980224609375
2015-02-25,275.6904602050781
2015-02-26,278.5036926269531
2015-02-27,276.6771240234375
2015-02-28,278.6393127441406
2015-03-01,276.9714050292969
2015-03-02,279.6639099121094
2015-03-03,281.8882751464844
2015-03-04,282.6615295410156
2015-03-05,275.8727722167969
2015-03-06,275.4029541015625
2015-03-07,273.9779357910156
2015-03-08,277.1091613769531
2015-03-09,278.0413513183594
2015-03-10,276.78515625
2015-03-11,277.18231201171875
2015-03-12,277.2096252441406
2015-03-13,278.56689453125
2015-03-14,277.7018737792969
2015-03-15,280.1109924316406
2015-03-16,281.2935485839844
2015-03-17,278.3590087890625
2015-03-18,279.20465087890625
2015-03-19,280.2652282714844
2015-03-20,280.2250671386719
2015-03-21,283.2217102050781
2015-03-22,281.0712585449219
2015-03-23,281.00433349609375
2015-03-24,282.2277526855469
2015-03-25,280.9364929199219
2015-03-26,280.0597839355469
2015-03-27,277.67218017578125
2015-03-28,278.35009765625
2015-03-29,281.0207824707031
2015-03-30,279.4176330566406
2015-03-31,281.7161865234375
2015-04-01,280.9282531738281
2015-04-02,278.2266540527344
2015-04-03,278.0669250488281
2015-04-04,280.50299072265625
2015-04-05,280.1127014160156
2015-04-06,278.6170349121094
2015-04-07,274.6822204589844
2015-04-08,273.24700927734375
2015-04-09,273.4444885253906
2015-04-10,275.3689270019531
2015-04-11,275.51715087890625
2015-04-12,275.1341247558594
2015-04-13,279.0755310058594
2015-04-14,277.2854919433594
2015-04-15,277.88616943359375
2015-04-16,275.203125
2015-04-17,277.4392395019531
2015-04-18,280.2420349121094
2015-04-19,282.53643798828125
2015-04-20,283.4054260253906
2015-04-21,280.9319763183594
2015-04-22,280.618896484375
2015-04-23,284.1799621582031
2015-04-24,284.8115539550781
2015-04-25,283.3285217285156
2015-04-26,282.4382019042969
2015-04-27,282.4158020019531
2015-04-28,279.8601379394531
2015-04-29,281.3149108886719
2015-04-30,281.1905822753906
2015-05-01,280.8011474609375
2015-05-02,281.3847961425781
2015-05-03,280.1852111816406
2015-05-04,280.8334655761719
2015-05-05,279.7243957519531
2015-05-06,281.5906066894531
2015-05-07,284.1466369628906
2015-05-08,284.4974670410156
2015-05-09,282.2749328613281
2015-05-10,281.5320129394531
2015-05-11,276.7009582519531
2015-05-12,279.3771057128906
2015-05-13,275.70465087890625
2015-05-14,276.1642761230469
2015-05-15,278.7243957519531
2015-05-16,281.1863098144531
2015-05-17,282.74102783203125
2015-05-18,285.5644836425781
2015-05-19,281.155517578125
2015-05-20,282.12933349609375
2015-05-21,283.2051696777344
2015-05-22,278.6167297363281
2015-05-23,278.5871276855469
2015-05-24,280.6595458984375
2015-05-25,281.948974609375
2015-05-26,283.61541748046875
2015-05-27,280.6210021972656
2015-05-28,278.7994689941406
2015-05-29,283.8363037109375
2015-05-30,286.5472717285156
2015-05-31,285.9796447753906
2015-06-01,281.6788024902344
2015-06-02,279.9148864746094
2015-06-03,280.89544677734375
2015-06-04,279.9736022949219
2015-06-05,280.3735656738281
2015-06-06,280.9548645019531
2015-06-07,285.42059326171875
2015-06-08,284.3962707519531
2015-06-09,284.18798828125
2015-06-10,286.0918884277344
2015-06-11,285.8883056640625
2015-06-12,285.1067199707031
2015-06-13,288.529052734375
2015-06-14,285.0794982910156
2015-06-15,286.0884094238281
2015-06-16,288.1620788574219
2015-06-17,284.9405212402344
2015-06-18,284.70574951171875
2015-06-19,284.2569580078125
2015-06-20,284.0162658691406
2015-06-21,282.8836364746094
2015-06-22,280.0439147949219
2015-06-23,283.3426513671875
2015-06-24,284.61627197265625
2015-06-25,286.4872741699219
2015-06-26,285.98583984375
2015-06-27,280.0244445800781
2015-06-28,280.1276550292969
2015-06-29,280.4093322753906
2015-06-30,284.71893310546875
2015-07-01,284.25
2015-07-02,283.4596862792969
2015-07-03,283.7449951171875
2015-07-04,284.674072265625
2015-07-05,284.802978515625
2015-07-06,281.8345031738281
2015-07-07,281.1680603027344
2015-07-08,282.84881591796875
2015-07-09,285.8592224121094
2015-07-10,285.98309326171875
2015-07-11,286.6604919433594
2015-07-12,287.60931396484375
2015-07-13,286.2876281738281
2015-07-14,284.4517517089844
2015-07-15,283.2235412597656
2015-07-16,285.59619140625
2015-07-17,286.2093200683594
2015-07-18,283.649169921875
2015-07-19,283.7577209472656
2015-07-20,286.3467712402344
2015-07-21,286.1057434082031
2015-07-22,286.8595886230469
2015-07-23,285.6321716308594
2015-07-24,286.3872375488281
2015-07-25,285.5835266113281
2015-07-26,286.58709716796875
2015-07-27,285.9879150390625
2015-07-28,284.1170349121094
2015-07-29,285.3096008300781
2015-07-30,283.3631591796875
2015-07-31,283.7028503417969
2015-08-01,284.4336853027344
2015-08-02,285.222900390625
2015-08-03,288.9327392578125
2015-08-04,284.0306701660156
2015-08-05,284.8703308105469
2015-08-06,285.4543151855469
2015-08-07,286.2373046875
2015-08-08,287.0941467285156
2015-08-09,287.4810485839844
2015-08-10,289.4246826171875
2015-08-11,289.3803405761719
2015-08-12,287.472900390625
2015-08-13,285.9057312011719
2015-08-14,286.1612243652344
2015-08-15,286.46820068359375
2015-08-16,288.95513916015625
2015-08-17,286.7883605957031
2015-08-18,290.3030090332031
2015-08-19,291.5121154785156
