datetime,dewpoint_2m_temperature
2015-01-01,274.1956481933594
2015-01-02,276.57513427734375
2015-01-03,277.4808349609375
2015-01-04,276.3824768066406
2015-01-05,279.5199890136719
2015-01-06,275.96429443359375
2015-01-07,277.6470642089844
2015-01-08,277.4885559082031
2015-01-09,278.6532287597656
2015-01-10,274.6461181640625
2015-01-11,272.9901123046875
2015-01-12,279.6988525390625
2015-01-13,275.06298828125
2015-01-14,276.3829650878906
2015-01-15,276.6944580078125
2015-01-16,278.9678649902344
2015-01-17,279.3800964355469
2015-01-18,279.4374084472656
2015-01-19,275.5774230957031
2015-01-20,274.3020935058594
2015-01-21,275.1290588378906
2015-01-22,276.2431640625
2015-01-23,277.06866455078125
2015-01-24,277.6536560058594
2015-01-25,275.8509216308594
2015-01-26,277.8023681640625
2015-01-27,278.3251647949219
2015-01-28,278.92327880859375
2015-01-29,277.7173767089844
2015-01-30,278.7388610839844
2015-01-31,280.72235107421875
2015-02-01,274.75390625
2015-02-02,274.7845153808594
2015-02-03,274.0000305175781
2015-02-04,273.4839172363281
2015-02-05,271.79815673828125
2015-02-06,271.9197692871094
2015-02-07,271.8747863769531
2015-02-08,274.5157470703125
2015-02-09,274.6559143066406
2015-02-10,274.1940612792969
2015-02-11,274.3573303222656
2015-02-12,276.3902282714844
2015-02-13,279.7149963378906
2015-02-14,279.0659484863281
2015-02-15,278.4642333984375
2015-02-16,278.38970947265625
2015-02-17,278.2413635253906
2015-02-18,279.0118713378906
2015-02-19,280.76507568359375
2015-02-20,278.2299499511719
2015-02-21,281.1841125488281
2015-02-22,278.6593322753906
2015-02-23,277.8692321777344
2015-02-24,278.2757263183594
2015-02-25,277.1784973144531
2015-02-26,280.1168518066406
2015-02-27,278.1690979003906
2015-02-28,279.6461486816406
2015-03-01,278.04522705078125
2015-03-02,280.6191101074219
2015-03-03,282.6995544433594
2015-03-04,283.5558166503906
2015-03-05,277.0013122558594
2015-03-06,275.7696228027344
2015-03-07,274.558349609375
2015-03-08,277.44097900390625
2015-03-09,278.9766540527344
2015-03-10,277.9729309082031
2015-03-11,278.4541320800781
2015-03-12,278.56024169921875
2015-03-13,279.0736083984375
2015-03-14,278.5096130371094
2015-03-15,280.9359436035156
2015-03-16,282.26739501953125
2015-03-17,279.3643798828125
2015-03-18,279.5895080566406
2015-03-19,280.8760986328125
2015-03-20,281.5513610839844
2015-03-21,283.9977722167969
2015-03-22,282.0525207519531
2015-03-23,282.0404357910156
2015-03-24,283.3356018066406
2015-03-25,282.0577087402344
2015-03-26,281.3947448730469
2015-03-27,278.6210021972656
2015-03-28,279.4957275390625
2015-03-29,281.7023620605469
2015-03-30,280.497802734375
2015-03-31,282.7166748046875
2015-04-01,281.0834655761719
2015-04-02,279.26043701171875
2015-04-03,279.1110534667969
2015-04-04,281.2219543457031
2015-04-05,280.5201110839844
2015-04-06,279.211669921875
2015-04-07,275.2068786621094
2015-04-08,274.0578308105469
2015-04-09,274.6446228027344
2015-04-10,276.40887451171875
2015-04-11,276.3778991699219
2015-04-12,276.4924621582031
2015-04-13,280.5247497558594
2015-04-14,277.5757141113281
2015-04-15,278.4289855957031
2015-04-16,276.23724365234375
2015-04-17,278.5445556640625
2015-04-18,281.4974670410156
2015-04-19,283.2560729980469
2015-04-20,283.3514099121094
2015-04-21,281.9932556152344
2015-04-22,280.3199462890625
2015-04-23,284.65020751953125
2015-04-24,284.8942565917969
2015-04-25,283.2799377441406
2015-04-26,283.30023193359375
2015-04-27,283.0057678222656
2015-04-28,280.6918029785156
2015-04-29,282.25531005859375
2015-04-30,281.8274230957031
2015-05-01,281.3847351074219
2015-05-02,282.7176208496094
2015-05-03,281.0227355957031
2015-05-04,281.9923095703125
2015-05-05,280.6239318847656
2015-05-06,283.3403625488281
2015-05-07,284.4881896972656
2015-05-08,285.2303466796875
2015-05-09,283.6047668457031
2015-05-10,283.1058044433594
2015-05-11,279.1564025878906
2015-05-12,280.2492370605469
2015-05-13,276.5936584472656
2015-05-14,276.41943359375
2015-05-15,278.9989318847656
2015-05-16,282.1513366699219
2015-05-17,284.168212890625
2015-05-18,286.48046875
2015-05-19,281.8061828613281
2015-05-20,283.5755310058594
2015-05-21,283.90069580078125
2015-05-22,279.6588439941406
2015-05-23,279.529541015625
2015-05-24,280.63299560546875
2015-05-25,282.87109375
2015-05-26,284.5342102050781
2015-05-27,281.8556213378906
2015-05-28,280.1292419433594
2015-05-29,283.7390441894531
2015-05-30,287.14044189453125
2015-05-31,286.7087707519531
2015-06-01,282.5207824707031
2015-06-02,281.2299499511719
2015-06-03,282.06829833984375
2015-06-04,280.820556640625
2015-06-05,281.76922607421875
2015-06-06,281.86663818359375
2015-06-07,286.1217956542969
2015-06-08,285.1622619628906
2015-06-09,285.2685852050781
2015-06-10,286.9107360839844
2015-06-11,286.94207763671875
2015-06-12,286.1483459472656
2015-06-13,289.4117126464844
2015-06-14,285.7357177734375
2015-06-15,286.343505859375
2015-06-16,288.7952880859375
2015-06-17,286.2796325683594
2015-06-18,285.6971740722656
2015-06-19,285.2713623046875
2015-06-20,284.7728576660156
2015-06-21,284.6742248535156
2015-06-22,282.2538146972656
2015-06-23,284.2815856933594
2015-06-24,286.5885925292969
2015-06-25,287.42138671875
2015-06-26,286.7158508300781
2015-06-27,281.30670166015625
2015-06-28,280.6974792480469
2015-06-29,282.1686706542969
2015-06-30,285.1058654785156
2015-07-01,285.5019226074219
2015-07-02,285.1869812011719
2015-07-03,285.4907531738281
2015-07-04,285.8254089355469
2015-07-05,286.11279296875
2015-07-06,283.4164123535156
2015-07-07,282.5463562011719
2015-07-08,284.36077880859375
2015-07-09,287.14190673828125
2015-07-10,287.8440856933594
2015-07-11,288.20123291015625
2015-07-12,288.9613342285156
2015-07-13,287.9093322753906
2015-07-14,285.9150695800781
2015-07-15,285.7522277832031
2015-07-16,286.97430419921875
2015-07-17,287.31292724609375
2015-07-18,285.02423095703125
2015-07-19,284.8514099121094
2015-07-20,288.5280456542969
2015-07-21,287.16583251953125
2015-07-22,288.6173400878906
2015-07-23,287.25933837890625
2015-07-24,288.3642883300781
2015-07-25,287.4651794433594
2015-07-26,288.4768371582031
2015-07-27,286.846435546875
2015-07-28,285.8373107910156
2015-07-29,287.44903564453125
2015-07-30,284.56353759765625
2015-07-31,284.7994384765625
2015-08-01,285.5090026855469
2015-08-02,286.6407470703125
2015-08-03,290.2037048339844
2015-08-04,286.7434387207031
2015-08-05,286.0784606933594
2015-08-06,287.3431091308594
2015-08-07,287.2823181152344
2015-08-08,288.6204528808594
2015-08-09,288.9736633300781
2015-08-10,291.3362731933594
2015-08-11,290.239990234375
2015-08-12,289.5987854003906
2015-08-13,288.4550476074219
2015-08-14,287.1263427734375
2015-08-15,287.4221496582031
2015-08-16,289.83154296875
2015-08-17,287.5939636230469
2015-08-18,290.6319580078125
2015-08-19,291.9203186035156
2015-08-20,288.8763732910156
2015-08-21,286.7727355957031
2015-08-22,288.5356750488281
2015-08-23,289.5107727050781
2015-08-24,289.0672607421875
2015-08-25,290.9952392578125
2015-08-26,292.2120666503906
2015-08-27,291.7956848144531
2015-08-28,291.6129455566406
2015-08-29,290.1628723144531
2015-08-30,284.7113037109375
2015-08-31,281.795654296875
2015-09-01,286.009765625
2015-09-02,288.2436828613281
2015-09-03,288.8948059082031
2015-09-04,287.3412780761719
2015-09-05,291.9772033691406
2015-09-06,292.4059753417969
2015-09-07,290.7892761230469
2015-09-08,290.6696472167969
2015-09-09,289.3925476074219
2015-09-10,287.5558166503906
2015-09-11,286.9872131347656
