datetime,maximum_2m_air_temperature,minimum_2m_air_temperature
2015-01-01,278.98065185546875,270.86395263671875
2015-01-02,282.12030029296875,275.6717834472656
2015-01-03,286.5959167480469,277.8929443359375
2015-01-04,288.5279846191406,279.9440002441406
2015-01-05,287.56488037109375,276.83251953125
2015-01-06,287.7622985839844,273.9450988769531
2015-01-07,287.274658203125,275.39404296875
2015-01-08,287.3983154296875,275.35455322265625
2015-01-09,286.071044921875,277.0068359375
2015-01-10,290.4123840332031,280.2421875
2015-01-11,292.6149597167969,279.709716796875
2015-01-12,287.3412170410156,278.0621032714844
2015-01-13,292.56640625,276.17059326171875
2015-01-14,292.82086181640625,279.0533752441406
2015-01-15,293.6494445800781,276.1689147949219
2015-01-16,293.3405456542969,282.0786437988281
2015-01-17,286.0649108886719,278.92529296875
2015-01-18,282.0936279296875,277.2196350097656
2015-01-19,285.9202880859375,276.297119140625
2015-01-20,287.5171813964844,277.45526123046875
2015-01-21,288.080810546875,277.0348205566406
2015-01-22,285.6002502441406,277.88525390625
2015-01-23,281.730712890625,278.1243591308594
2015-01-24,282.22552490234375,279.47320556640625
2015-01-25,282.0921630859375,277.9346008300781
2015-01-26,281.5923156738281,277.9618225097656
2015-01-27,282.75799560546875,279.003662109375
2015-01-28,281.88348388671875,279.6038513183594
2015-01-29,285.5118103027344,279.49322509765625
2015-01-30,289.0756530761719,281.7778015136719
2015-01-31,293.44439697265625,281.6810302734375
2015-02-01,282.568603515625,277.88140869140625
2015-02-02,282.0210876464844,276.5961608886719
2015-02-03,288.6158142089844,277.4559631347656
2015-02-04,291.8419494628906,279.7314758300781
2015-02-05,283.693115234375,278.26885986328125
2015-02-06,283.78070068359375,275.9820251464844
2015-02-07,283.7637023925781,273.0721130371094
2015-02-08,283.8692321777344,274.8382263183594
2015-02-09,281.506103515625,275.14605712890625
2015-02-10,285.04620361328125,273.07464599609375
2015-02-11,289.0471496582031,273.3650817871094
2015-02-12,289.8263854980469,275.7903747558594
2015-02-13,286.3075256347656,279.71368408203125
2015-02-14,285.41876220703125,278.88287353515625
2015-02-15,288.6205749511719,278.886474609375
2015-02-16,284.87310791015625,279.3443908691406
2015-02-17,284.06304931640625,279.9856872558594
2015-02-18,286.0526123046875,279.60980224609375
2015-02-19,284.055908203125,279.578125
2015-02-20,284.927490234375,277.4886474609375
2015-02-21,288.2403259277344,281.41619873046875
2015-02-22,282.30657958984375,279.0353698730469
2015-02-23,284.74334716796875,279.268798828125
2015-02-24,285.24920654296875,279.2884826660156
2015-02-25,281.318603515625,278.7861328125
2015-02-26,282.9727478027344,280.46929931640625
2015-02-27,285.5361022949219,280.0166931152344
2015-02-28,283.64654541015625,279.237060546875
2015-03-01,284.1513977050781,278.44537353515625
2015-03-02,292.4763488769531,279.01318359375
2015-03-03,295.4836730957031,281.80767822265625
2015-03-04,297.9360046386719,282.5376281738281
2015-03-05,286.2186279296875,279.23681640625
2015-03-06,282.4829406738281,278.0126953125
2015-03-07,283.0848388671875,278.3394775390625
2015-03-08,281.71588134765625,276.7152099609375
2015-03-09,283.0298767089844,278.8354797363281
2015-03-10,285.5423278808594,278.11767578125
2015-03-11,287.8373107910156,278.808837890625
2015-03-12,290.4423828125,279.8482360839844
2015-03-13,288.80108642578125,280.0360107421875
2015-03-14,292.8814697265625,276.88470458984375
2015-03-15,286.041748046875,282.3919982910156
2015-03-16,287.4308776855469,282.5439147949219
2015-03-17,287.733642578125,278.9695129394531
2015-03-18,292.2751159667969,276.78656005859375
2015-03-19,293.555419921875,281.29083251953125
2015-03-20,289.9057922363281,282.43145751953125
2015-03-21,290.04327392578125,284.9366760253906
2015-03-22,292.29876708984375,282.35296630859375
2015-03-23,294.8862609863281,279.975830078125
2015-03-24,288.3660888671875,284.1035461425781
2015-03-25,293.99896240234375,282.7909240722656
2015-03-26,285.6980285644531,281.824951171875
2015-03-27,285.503173828125,281.30804443359375
2015-03-28,287.7957763671875,283.2696533203125
2015-03-29,289.2760925292969,283.9281921386719
2015-03-30,293.6200866699219,282.90966796875
2015-03-31,294.3690490722656,286.6683349609375
2015-04-01,290.18902587890625,283.83551025390625
2015-04-02,288.51422119140625,282.33837890625
2015-04-03,290.9019775390625,281.282958984375
2015-04-04,295.6836242675781,279.9593200683594
2015-04-05,290.3968811035156,279.2570495605469
2015-04-06,288.5888671875,279.4733581542969
2015-04-07,286.4866943359375,277.2170715332031
2015-04-08,287.0018310546875,276.2088623046875
2015-04-09,289.4623107910156,274.9094543457031
2015-04-10,295.15936279296875,278.82940673828125
2015-04-11,296.6239013671875,281.3161315917969
2015-04-12,295.77508544921875,282.0597229003906
2015-04-13,294.17730712890625,282.3537902832031
2015-04-14,296.6507568359375,280.0477600097656
2015-04-15,299.44464111328125,281.5307312011719
2015-04-16,302.07318115234375,285.5813903808594
2015-04-17,299.56646728515625,286.2865295410156
2015-04-18,301.7311096191406,283.5985107421875
2015-04-19,297.81817626953125,287.8261413574219
2015-04-20,294.70965576171875,284.9449768066406
2015-04-21,294.30670166015625,282.9365539550781
2015-04-22,296.9527893066406,282.2292175292969
2015-04-23,301.58746337890625,288.1896667480469
2015-04-24,297.4445495605469,288.1871032714844
2015-04-25,300.4579162597656,285.15826416015625
2015-04-26,301.0828857421875,288.5707702636719
2015-04-27,294.8998718261719,286.5831604003906
2015-04-28,295.2763977050781,284.32940673828125
2015-04-29,298.50823974609375,282.57757568359375
2015-04-30,298.147216796875,285.1144104003906
2015-05-01,303.17596435546875,285.16839599609375
2015-05-02,304.1975402832031,288.03179931640625
2015-05-03,309.1156005859375,290.562255859375
2015-05-04,311.84832763671875,291.7925109863281
2015-05-05,311.361572265625,295.38739013671875
2015-05-06,308.8652038574219,290.750244140625
2015-05-07,302.8455505371094,288.88165283203125
2015-05-08,308.0070495605469,289.59637451171875
2015-05-09,297.8612060546875,288.9205017089844
2015-05-10,298.2172546386719,285.7524108886719
2015-05-11,301.84564208984375,284.4521179199219
2015-05-12,303.3104553222656,286.6666259765625
