datetime,maximum_2m_air_temperature,minimum_2m_air_temperature
2015-01-01,277.02783203125,271.02435302734375
2015-01-02,280.1497802734375,274.91876220703125
2015-01-03,285.26910400390625,277.6322021484375
2015-01-04,287.4892578125,280.7695007324219
2015-01-05,285.88043212890625,276.26690673828125
2015-01-06,286.4486389160156,272.8763732910156
2015-01-07,286.8338623046875,274.0669250488281
2015-01-08,286.57080078125,275.6293640136719
2015-01-09,284.6000671386719,275.76544189453125
2015-01-10,289.6693115234375,280.13458251953125
2015-01-11,291.77569580078125,280.3434143066406
2015-01-12,286.2327880859375,276.83984375
2015-01-13,291.5755310058594,275.8085021972656
2015-01-14,291.55657958984375,279.67376708984375
2015-01-15,292.2294921875,275.520751953125
2015-01-16,291.6913757324219,280.0533752441406
2015-01-17,284.74200439453125,277.7127380371094
2015-01-18,281.0103759765625,276.0011291503906
2015-01-19,283.95819091796875,275.1489562988281
2015-01-20,286.1065979003906,276.0521240234375
2015-01-21,286.7241516113281,276.4197082519531
2015-01-22,284.10235595703125,276.62542724609375
2015-01-23,280.1516418457031,276.803466796875
2015-01-24,280.9320068359375,277.77923583984375
2015-01-25,280.91400146484375,277.129638671875
2015-01-26,279.8732604980469,276.7937316894531
2015-01-27,281.72265625,277.27325439453125
2015-01-28,280.1667175292969,278.0703125
2015-01-29,283.9902038574219,277.9952087402344
2015-01-30,288.056640625,280.33544921875
2015-01-31,292.22930908203125,281.03240966796875
2015-02-01,281.5579833984375,276.4235534667969
2015-02-02,280.746826171875,275.3636169433594
2015-02-03,287.0959777832031,276.2276306152344
2015-02-04,290.0146789550781,278.6678161621094
2015-02-05,282.0313720703125,276.88507080078125
2015-02-06,282.1919860839844,274.985595703125
2015-02-07,282.449951171875,272.6253967285156
2015-02-08,282.6558532714844,274.1607360839844
2015-02-09,279.8761291503906,274.2864685058594
2015-02-10,284.0419921875,272.8595886230469
2015-02-11,288.032470703125,273.80108642578125
2015-02-12,288.94744873046875,276.84320068359375
2015-02-13,285.8487243652344,278.7929382324219
2015-02-14,284.10650634765625,277.5643005371094
2015-02-15,287.2703552246094,277.82830810546875
2015-02-16,284.24407958984375,278.0030822753906
2015-02-17,282.72509765625,278.3334655761719
2015-02-18,284.41571044921875,278.057373046875
2015-02-19,282.43377685546875,277.562744140625
2015-02-20,282.4169006347656,277.8185119628906
2015-02-21,286.2972717285156,280.17401123046875
2015-02-22,280.72882080078125,276.9441833496094
2015-02-23,283.1822204589844,277.2655944824219
2015-02-24,284.0909423828125,277.9962158203125
2015-02-25,280.3608703613281,277.2008972167969
2015-02-26,281.28912353515625,278.8205871582031
2015-02-27,284.58880615234375,278.559326171875
2015-02-28,282.2554626464844,277.8320617675781
2015-03-01,282.60345458984375,276.9820556640625
2015-03-02,291.1959533691406,278.1780700683594
2015-03-03,294.7448425292969,281.62689208984375
2015-03-04,297.097412109375,282.0430603027344
2015-03-05,285.7246398925781,277.4486389160156
2015-03-06,280.9970397949219,276.2196044921875
2015-03-07,281.4935607910156,277.0503234863281
2015-03-08,280.3769226074219,275.87615966796875
2015-03-09,281.8307800292969,277.7852783203125
2015-03-10,283.78460693359375,277.051513671875
2015-03-11,286.61761474609375,277.6686706542969
2015-03-12,289.59747314453125,279.5772705078125
2015-03-13,287.70526123046875,278.3846435546875
2015-03-14,291.2772216796875,276.1282043457031
2015-03-15,286.1585998535156,280.7668762207031
2015-03-16,287.0946044921875,281.2607116699219
2015-03-17,286.6904296875,278.69793701171875
2015-03-18,291.5115661621094,276.7280578613281
2015-03-19,291.8882751464844,281.2215576171875
2015-03-20,288.10870361328125,281.93170166015625
2015-03-21,287.9601745605469,283.34234619140625
2015-03-22,291.58966064453125,281.5053405761719
2015-03-23,293.0999450683594,278.83258056640625
2015-03-24,286.48114013671875,283.0546875
2015-03-25,292.67529296875,281.6152648925781
2015-03-26,284.5130310058594,280.07794189453125
2015-03-27,284.05389404296875,279.4786071777344
2015-03-28,286.6931457519531,281.42626953125
2015-03-29,287.93267822265625,282.25494384765625
2015-03-30,292.5829162597656,282.9913024902344
2015-03-31,293.2928771972656,285.7107849121094
2015-04-01,289.2398986816406,282.67742919921875
2015-04-02,287.8213806152344,281.13555908203125
2015-04-03,290.1417236328125,280.4414978027344
2015-04-04,295.0364685058594,280.431396484375
2015-04-05,289.6042175292969,279.0172119140625
2015-04-06,287.27178955078125,278.6947326660156
2015-04-07,285.1019287109375,275.89508056640625
2015-04-08,285.5728454589844,275.6781005859375
2015-04-09,288.24322509765625,274.2234802246094
2015-04-10,293.2108459472656,278.5254211425781
2015-04-11,294.9844970703125,279.8452453613281
2015-04-12,294.3341064453125,281.07012939453125
2015-04-13,292.8806457519531,280.5911865234375
2015-04-14,295.4439392089844,279.8460693359375
2015-04-15,297.9908752441406,281.2655944824219
2015-04-16,300.24798583984375,284.5771789550781
2015-04-17,300.4438781738281,286.20306396484375
2015-04-18,299.84991455078125,283.12774658203125
2015-04-19,297.09991455078125,287.7926330566406
2015-04-20,294.018310546875,284.672607421875
2015-04-21,293.10693359375,282.13494873046875
2015-04-22,295.07550048828125,281.3155517578125
2015-04-23,300.8096008300781,287.0079345703125
2015-04-24,296.7445983886719,287.5714416503906
2015-04-25,299.4344482421875,284.6262512207031
2015-04-26,298.7572021484375,287.63775634765625
2015-04-27,294.3415832519531,285.7160949707031
2015-04-28,293.98126220703125,283.68182373046875
2015-04-29,297.87567138671875,282.1062927246094
2015-04-30,297.2327880859375,284.5246276855469
2015-05-01,302.0299987792969,284.67779541015625
2015-05-02,303.44451904296875,286.9637756347656
2015-05-03,307.5841979980469,290.52728271484375
2015-05-04,309.8868713378906,291.9468688964844
2015-05-05,310.3338317871094,294.8369445800781
2015-05-06,309.5312805175781,290.44268798828125
2015-05-07,302.783447265625,288.67706298828125
2015-05-08,307.37005615234375,289.02508544921875
2015-05-09,296.78350830078125,287.8209228515625
2015-05-10,297.4279479980469,285.3889465332031
2015-05-11,300.67681884765625,284.6019287109375
2015-05-12,302.0361022949219,286.491943359375
2015-05-13,302.4776916503906,285.77960205078125
2015-05-14,307.11834716796875,285.994140625
2015-05-15,307.7109680175781,286.2030029296875
2015-05-16,290.137939453125,284.6618957519531
2015-05-17,290.8750305175781,283.9029235839844
2015-05-18,295.9432067871094,286.8411865234375
2015-05-19,303.66015625,285.07452392578125
2015-05-20,305.1377868652344,287.0868835449219
2015-05-21,288.4568786621094,282.8230895996094
2015-05-22,290.72100830078125,281.7816467285156
2015-05-23,293.5516052246094,282.1400146484375
2015-05-24,297.05450439453125,282.96099853515625
2015-05-25,296.5681457519531,284.7434387207031
2015-05-26,292.33953857421875,285.7047119140625
2015-05-27,292.9111328125,285.5549621582031
2015-05-28,296.58544921875,284.77069091796875
2015-05-29,303.2122497558594,285.28485107421875
2015-05-30,300.04205322265625,288.5379333496094
2015-05-31,298.4698181152344,287.3866271972656
2015-06-01,298.8273620605469,285.94781494140625
2015-06-02,298.7027587890625,286.797119140625
2015-06-03,299.5760498046875,285.75531005859375
2015-06-04,300.501220703125,287.106689453125
2015-06-05,301.6815490722656,286.97265625
2015-06-06,301.83941650390625,288.8791809082031
2015-06-07,301.4256896972656,289.5472412109375
2015-06-08,301.9111022949219,290.604248046875
2015-06-09,303.46014404296875,290.2475280761719
2015-06-10,304.5810852050781,290.8212585449219
2015-06-11,305.2214660644531,293.3730163574219
2015-06-12,304.9864807128906,295.6224670410156
2015-06-13,304.385498046875,291.1548156738281
2015-06-14,303.8204345703125,290.30029296875
2015-06-15,303.57806396484375,290.9798889160156
2015-06-16,302.5050048828125,290.32342529296875
2015-06-17,298.1477355957031,289.6405334472656
2015-06-18,298.787353515625,288.6129150390625
2015-06-19,300.1503601074219,287.3681335449219
2015-06-20,299.489013671875,288.2720947265625
2015-06-21,299.7629089355469,289.4764099121094
2015-06-22,304.01519775390625,287.0518493652344
2015-06-23,307.90228271484375,293.73626708984375
2015-06-24,304.0471496582031,292.25274658203125
2015-06-25,302.5814208984375,291.3496398925781
2015-06-26,301.1033020019531,289.2647705078125
2015-06-27,302.3453369140625,286.79217529296875
2015-06-28,304.97802734375,289.07177734375
2015-06-29,304.7083740234375,291.30517578125
2015-06-30,305.71600341796875,290.65631103515625
2015-07-01,306.6583557128906,292.4971923828125
2015-07-02,305.78515625,294.1981201171875
2015-07-03,304.8408203125,292.5950012207031
2015-07-04,304.71875,290.9748840332031
2015-07-05,304.20111083984375,291.5368347167969
2015-07-06,304.61346435546875,291.8961181640625
2015-07-07,305.5564270019531,292.07232666015625
2015-07-08,307.4466552734375,292.9725646972656
2015-07-09,304.6253967285156,293.75482177734375
2015-07-10,303.48577880859375,292.606201171875
2015-07-11,304.2052307128906,290.84796142578125
2015-07-12,305.8157653808594,291.9701843261719
2015-07-13,305.717529296875,292.4648132324219
2015-07-14,304.8047180175781,292.21160888671875
2015-07-15,306.2344055175781,290.5799255371094
2015-07-16,307.3009033203125,292.868408203125
2015-07-17,307.53167724609375,295.17987060546875
2015-07-18,307.3514404296875,293.74237060546875
2015-07-19,309.5403747558594,295.5677490234375
2015-07-20,307.7485046386719,294.9093017578125
2015-07-21,307.6877746582031,293.6871032714844
2015-07-22,306.7349548339844,295.2702941894531
2015-07-23,305.70233154296875,293.55169677734375
