datetime,u_component_of_wind_10m,v_component_of_wind_10m
2015-01-01,3.051237106323242,-2.2693262100219727
2015-01-02,2.20202898979187,-1.2458099126815796
2015-01-03,3.2100677490234375,-0.14515109360218048
2015-01-04,4.591456890106201,-0.9449498057365417
2015-01-05,2.1082069873809814,-2.6779468059539795
2015-01-06,1.3821038007736206,0.39909932017326355
2015-01-07,0.12700830399990082,0.006439089775085449
2015-01-08,0.9870945811271667,-0.1185433641076088
2015-01-09,2.69033145904541,-0.23770152032375336
2015-01-10,3.9352304935455322,-0.37951257824897766
2015-01-11,3.3142149448394775,-0.25695693492889404
2015-01-12,2.8681983947753906,-1.6641548871994019
2015-01-13,0.5519337058067322,1.746226191520691
2015-01-14,1.4076234102249146,0.3172290623188019
2015-01-15,0.04192754998803139,1.839663028717041
2015-01-16,1.6267842054367065,2.384425163269043
2015-01-17,0.866990864276886,-1.199512243270874
2015-01-18,1.6820602416992188,-1.5011450052261353
2015-01-19,0.5335690975189209,2.517758846282959
2015-01-20,1.017810344696045,0.38039055466651917
2015-01-21,0.7291507124900818,0.8062599301338196
2015-01-22,1.9225622415542603,1.10344660282135
2015-01-23,5.712258815765381,-1.765419602394104
2015-01-24,6.374515056610107,-2.0747435092926025
2015-01-25,3.9635493755340576,0.15239040553569794
2015-01-26,3.689328193664551,-2.0423624515533447
2015-01-27,4.968216419219971,-1.7886713743209839
2015-01-28,4.175416469573975,-1.94090735912323
2015-01-29,3.212660789489746,-0.43702051043510437
2015-01-30,4.995013236999512,1.4414629936218262
2015-01-31,5.953386306762695,0.9885798096656799
2015-02-01,5.851003646850586,-0.8485097289085388
2015-02-02,4.30015230178833,0.2227650135755539
2015-02-03,3.1304123401641846,2.2826340198516846
2015-02-04,1.2268253564834595,2.855039358139038
2015-02-05,3.257019281387329,0.06577284634113312
2015-02-06,3.9266748428344727,0.3580872118473053
2015-02-07,1.939727783203125,0.23655705153942108
2015-02-08,4.152925968170166,-0.5787081122398376
2015-02-09,2.9150495529174805,-3.089959144592285
2015-02-10,2.056185483932495,-0.5808557271957397
2015-02-11,-0.25843480229377747,0.8528897166252136
2015-02-12,-1.1976944208145142,0.6886756420135498
2015-02-13,0.04207424446940422,0.3037347197532654
2015-02-14,1.7922664880752563,-0.24684782326221466
2015-02-15,0.8306427597999573,1.0049121379852295
2015-02-16,2.7082395553588867,0.12528441846370697
2015-02-17,1.38236665725708,-0.2641870677471161
2015-02-18,-0.07163939625024796,-0.8316691517829895
2015-02-19,-1.829447865486145,0.1368558257818222
2015-02-20,-2.9287335872650146,2.682605504989624
2015-02-21,-0.1787242442369461,1.606136679649353
2015-02-22,4.5135884284973145,-2.252532720565796
2015-02-23,5.5936431884765625,-3.3927485942840576
2015-02-24,5.145693302154541,-1.003933310508728
2015-02-25,7.157878875732422,-1.3722381591796875
2015-02-26,3.9787890911102295,-3.1256723403930664
2015-02-27,3.1720173358917236,-1.339565396308899
2015-02-28,2.141979694366455,-1.74794340133667
2015-03-01,2.8119401931762695,-0.8518714904785156
2015-03-02,1.9654130935668945,0.3548111021518707
2015-03-03,0.9575643539428711,0.29427966475486755
2015-03-04,1.6188873052597046,0.03463272377848625
2015-03-05,6.846891403198242,-3.2833521366119385
2015-03-06,3.62250018119812,-3.936713218688965
2015-03-07,2.529094934463501,-4.146361827850342
2015-03-08,1.775267481803894,-2.3717920780181885
2015-03-09,2.0182619094848633,-2.0626332759857178
2015-03-10,1.7224183082580566,-0.889207661151886
2015-03-11,2.5078208446502686,-0.5677086710929871
2015-03-12,2.7923479080200195,-1.1824394464492798
2015-03-13,0.40034937858581543,-0.720492422580719
2015-03-14,-0.5113924741744995,2.3409976959228516
2015-03-15,-1.0908910036087036,-1.6577082872390747
2015-03-16,1.3278281688690186,-1.6391898393630981
2015-03-17,1.3208460807800293,-0.66693514585495
2015-03-18,-1.1146527528762817,1.0131386518478394
2015-03-19,-2.018157482147217,2.534710168838501
2015-03-20,-3.875221014022827,3.9860994815826416
2015-03-21,-3.0556466579437256,3.979907751083374
2015-03-22,1.8351496458053589,0.028430180624127388
2015-03-23,-1.0959290266036987,2.098762035369873
2015-03-24,-1.772124171257019,2.607762098312378
2015-03-25,1.7638130187988281,1.4026756286621094
2015-03-26,2.8701975345611572,-2.588343858718872
2015-03-27,6.932807445526123,-4.101706504821777
2015-03-28,5.7730488777160645,-4.606042385101318
2015-03-29,5.1817474365234375,-3.50836181640625
2015-03-30,4.773817539215088,-1.2192705869674683
2015-03-31,4.294150352478027,-2.323164463043213
2015-04-01,4.20402193069458,-2.539743661880493
2015-04-02,4.945536136627197,-2.12152361869812
2015-04-03,3.3740198612213135,-1.3065441846847534
2015-04-04,1.067373514175415,0.006074761506170034
2015-04-05,2.002016305923462,-1.404900074005127
2015-04-06,1.0072200298309326,-1.8141388893127441
2015-04-07,-1.1522209644317627,-3.1467411518096924
2015-04-08,1.2229465246200562,-3.0394554138183594
2015-04-09,-0.40289369225502014,-0.18412618339061737
2015-04-10,-0.6938727498054504,2.440078020095825
2015-04-11,-0.19875866174697876,1.603028655052185
2015-04-12,-0.6736814379692078,0.5886628031730652
2015-04-13,-0.5769575238227844,-0.7535855174064636
2015-04-14,-0.8729659914970398,0.2151462286710739
2015-04-15,-1.205487608909607,1.420012354850769
2015-04-16,0.5833112597465515,2.3349151611328125
2015-04-17,0.10603920370340347,-0.8343804478645325
2015-04-18,-0.9793208241462708,1.687341570854187
2015-04-19,1.8919148445129395,-1.5505601167678833
2015-04-20,0.5175601840019226,-1.385123610496521
2015-04-21,-0.11609534174203873,-1.4633010625839233
2015-04-22,-1.676287055015564,1.79911470413208
2015-04-23,0.318655401468277,0.12511195242404938
2015-04-24,0.13457415997982025,-1.6302560567855835
2015-04-25,-1.7245086431503296,0.7003135681152344
2015-04-26,-1.219575047492981,2.5203559398651123
2015-04-27,3.003103017807007,-2.2411420345306396
2015-04-28,3.4437198638916016,-1.4671030044555664
